CODMUN_SALIDA;ND;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
68229;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;12;5;0;2;5;0;5;8;1;1;0
68235;48;7;11;41;93;106;55;59;124;45;26;10;23;3;17;159;132;73;193;141;66;139;166;186;284;195;65;34;21;9
68245;0;0;0;0;0;0;2;0;0;1;23;0;0;6;0;0;0;0;0;6;0;2;9;13;8;12;0;0;0;0
68250;8;0;10;14;0;5;0;7;0;0;0;9;0;0;30;19;20;16;50;89;34;22;34;136;315;206;69;20;34;7
68255;133;18;6;8;4;40;0;21;15;19;25;8;27;26;89;216;172;467;432;605;147;210;129;107;244;134;88;56;33;2
68264;2;0;0;0;0;0;0;0;0;0;1;0;5;0;7;0;0;8;2;0;0;12;5;20;11;6;0;6;0;0
68266;0;0;0;0;0;0;0;0;0;0;0;0;6;13;0;0;3;7;75;12;0;15;0;11;23;3;4;0;0;0
68271;16;0;6;0;0;0;3;1;0;12;0;5;0;0;10;0;9;22;42;51;38;64;58;152;137;103;44;24;29;5
68276;0;0;0;0;0;0;0;6;7;0;3;0;0;0;1;22;8;4;25;8;25;44;55;49;114;200;45;25;10;5
68296;0;0;0;0;0;4;0;0;0;0;0;0;0;14;0;9;15;0;15;12;10;13;6;14;19;8;3;0;0;0
68298;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;171;12;19;7;21;34;25;10;37;0;0;4;0
68307;7;0;3;0;4;0;31;0;0;0;4;9;21;7;45;123;39;62;210;211;93;128;150;244;256;217;64;27;14;2
68318;9;3;0;0;9;7;0;0;0;0;8;4;0;7;22;100;44;45;55;36;9;30;12;55;23;20;0;3;0;0
68320;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;0;0;4;11;1;5;30;10;15;4;0;0;0
68322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;10;0;0;3;0;0;0
68324;1;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;12;6;16;7;14;0;23;18;29;12;5;0;0;1
68327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;1;11;12;6;3;0;9;6;0;0;0
68344;0;0;0;0;0;6;0;4;0;0;0;0;0;0;0;0;27;6;41;279;4;6;11;12;6;5;11;21;0;6
68368;4;0;0;0;0;4;0;0;0;0;0;0;0;10;0;4;0;1;7;7;0;9;2;27;31;5;0;8;5;10
68370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;5;3;0;0;0;0
68377;10;0;0;0;0;8;2;0;0;0;0;0;0;6;3;8;22;51;107;73;38;43;59;99;180;119;92;34;21;17
68385;49;3;3;2;0;2;1;6;9;6;7;0;13;26;12;49;35;131;345;487;236;150;268;445;552;336;202;92;115;36
68397;9;3;0;0;0;0;13;5;1;0;5;0;0;0;0;7;7;8;19;54;21;37;6;37;65;39;35;3;0;11
68406;69;10;9;5;0;17;10;13;27;6;32;42;59;51;133;191;196;351;355;271;349;354;159;288;262;199;49;10;7;7
68418;2;0;0;0;0;0;0;0;4;0;0;0;1;7;0;31;0;0;5;0;4;8;0;0;0;6;5;0;0;0
68425;27;0;0;0;0;13;19;18;0;0;0;0;0;4;0;0;0;16;161;25;20;12;5;28;10;0;3;4;0;0
68432;9;3;0;6;0;0;8;0;0;0;1;6;0;10;0;14;43;57;240;171;47;38;67;69;95;46;21;8;5;0
68444;19;1;0;0;0;0;12;5;21;0;1;39;0;3;4;81;92;136;244;194;167;123;50;90;111;85;43;1;6;8
68464;2;0;0;0;0;0;0;0;4;0;0;4;13;0;18;15;0;8;47;109;9;15;42;31;70;32;13;12;16;1
68468;2;0;0;0;0;0;0;5;13;0;4;0;0;4;0;9;0;4;122;75;7;13;0;48;46;10;3;0;0;0
68498;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;2;4;0;0;4;17;4;6;0;0;0
68500;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;9;16;9;14;44;7;6;7;6;3;0
68502;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;21;32;15;4;28;21;32;15;30;11;0;0
68522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;5;0;2;0;0;0;0;0;0
68524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0
68533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13;0;0;0;0;0;0;0;0;0;0
68547;10;0;1;0;0;0;0;0;0;0;0;16;0;0;24;66;30;11;43;71;74;73;135;97;134;99;84;36;40;24
68549;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;28;8;3;1;0;0;0
68572;0;0;2;0;0;0;0;0;0;0;0;0;0;0;8;2;4;9;33;31;13;25;9;21;28;41;18;0;0;0
68573;4;4;4;5;10;31;0;4;6;7;8;13;6;5;14;44;35;35;61;71;83;116;219;335;378;194;57;14;22;9
68575;199;13;8;8;11;5;9;19;14;17;14;27;57;25;169;303;267;329;628;531;219;335;483;553;649;478;318;193;160;28
68615;76;13;39;13;27;10;14;21;20;13;60;35;69;71;83;239;227;404;549;340;258;363;288;528;431;297;123;53;41;14
68655;134;18;1;19;0;20;16;21;59;66;64;28;274;188;166;467;317;312;664;748;262;475;428;455;526;311;200;133;80;22
68669;42;0;0;0;0;4;7;0;4;1;18;6;27;24;9;36;12;53;83;64;119;23;17;48;35;25;4;9;0;0
68673;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;7;52;15;10;38;12;16;21;15;6;0;0;0
68679;1;2;0;0;0;0;0;3;0;0;0;0;1;7;5;0;0;0;33;12;25;24;5;33;33;23;7;12;2;7
68682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;14;15;0;14;4;7;10;3;0;0;0
68684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;8;18;11;13;12;19;3;39;5;4;0;3
68686;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;23;34;0;6;14;6;9;1;0;0;0;0
68689;181;57;19;41;74;126;84;52;25;96;127;68;223;85;145;488;215;271;635;415;264;348;492;395;562;320;157;35;23;20
68705;1;0;0;0;7;0;0;0;0;0;5;0;0;0;0;0;3;13;0;50;12;1;19;4;52;16;4;0;14;0
68720;86;15;0;9;19;0;0;5;0;9;15;1;70;0;33;42;39;315;96;89;47;35;51;41;58;87;17;5;38;11
68745;107;3;1;11;42;38;17;0;2;25;1;6;16;13;1;110;66;248;484;285;154;164;218;325;362;239;51;22;11;2
68755;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;6;15;11;26;11;35;25;35;25;10;4;1;0
68770;0;2;13;0;0;0;0;0;1;0;0;0;0;0;9;0;1;0;28;30;41;32;39;37;36;23;2;8;0;0
68773;19;0;3;0;5;1;4;0;0;13;4;5;6;0;26;7;6;36;260;99;62;29;64;121;179;144;87;57;73;20
68780;15;0;0;4;0;0;6;9;1;8;10;2;7;4;7;14;13;302;334;258;174;95;84;33;41;23;12;2;1;0
68820;10;0;0;0;0;0;4;0;7;0;0;0;6;8;6;3;22;17;36;82;24;9;23;34;36;16;5;0;3;0
68855;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;10;13;0;0;0;16;16;0;0;0;0
68861;14;7;1;0;0;8;0;1;3;0;0;0;3;0;5;6;16;20;40;22;36;30;47;91;57;81;24;14;2;0
68867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;5;0;9;0;0;9;9;0;0;0;0
68872;7;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;5;4;0;9;10;8;0;0;0;0;0;0
68895;13;3;0;0;13;3;0;0;0;3;13;3;7;7;17;10;17;75;63;85;45;18;48;25;39;32;13;0;5;0
70001;83;11;7;5;6;9;15;10;10;19;24;10;46;112;169;144;262;1124;1038;865;1095;546;558;453;478;262;161;24;99;31
70110;4;0;2;0;3;0;0;14;0;0;15;1;0;1;3;9;11;46;77;345;108;115;60;42;45;38;5;12;6;9
70124;12;4;0;0;0;15;15;14;2;11;5;0;4;8;0;46;5;23;191;631;74;69;40;65;54;11;22;0;21;7
70204;927;8;6;0;4;34;34;21;68;83;60;36;153;379;212;1194;1903;3686;4340;2121;1017;1689;815;488;259;162;65;15;18;0
70215;23;0;0;3;4;0;9;4;0;0;29;6;18;38;52;62;46;101;152;158;134;159;148;136;128;112;16;11;20;4
70221;0;3;0;0;0;0;0;0;0;1;0;9;0;0;0;4;0;0;3;6;4;26;3;14;6;24;34;11;3;0
70230;255;6;0;2;3;11;8;26;26;269;29;38;43;547;231;426;300;964;1397;965;272;466;417;213;112;93;23;21;5;11
70233;0;3;0;14;0;0;0;5;0;0;0;8;35;24;55;13;26;49;120;187;214;151;294;121;108;112;25;11;4;1
70235;19;4;0;5;1;3;1;0;2;0;5;6;10;27;59;28;31;32;221;441;434;318;270;273;259;258;57;17;81;21
70265;131;0;4;10;15;22;9;4;5;12;21;5;1;21;19;168;131;259;420;703;191;190;259;194;144;96;107;85;102;20
70400;0;0;0;0;0;5;0;0;0;5;0;0;4;4;8;0;11;19;44;14;1;13;20;17;6;0;14;4;2;0
70418;117;14;14;10;2;7;15;23;28;68;207;16;91;88;314;392;222;920;1483;845;301;548;490;356;568;316;142;17;86;4
70429;149;0;0;7;4;12;5;18;12;1;22;18;12;47;125;165;128;341;434;524;154;260;179;133;185;124;75;98;86;29
70473;108;17;4;2;0;4;11;31;43;51;36;39;67;258;92;412;345;721;1108;540;234;756;323;339;326;169;41;3;0;6
70508;1442;30;24;0;18;33;14;104;106;173;184;123;162;271;5363;1256;1066;4289;7608;3069;1284;1583;1971;1917;1024;741;118;80;51;11
70523;3;4;0;0;0;0;8;0;3;9;0;6;5;17;30;42;20;121;180;222;149;59;76;79;40;33;38;0;3;4
70670;8;1;0;0;0;0;0;1;0;0;0;5;8;3;42;12;38;38;78;52;44;80;55;38;62;33;22;9;28;7
70678;34;19;0;16;0;11;8;35;29;35;15;25;35;46;86;123;129;313;659;4739;591;1536;614;429;433;378;122;110;166;16
70702;0;0;0;4;0;0;10;11;3;3;4;34;16;8;11;37;22;21;61;32;29;21;45;42;71;150;22;7;18;6
70708;58;0;0;0;4;3;0;0;2;0;10;16;16;4;14;71;69;167;287;321;91;222;223;204;170;144;201;163;99;13
70713;1609;7;4;2;8;13;5;13;32;27;59;63;199;434;870;1152;2482;6896;3840;4724;2470;2843;2634;1777;1457;443;248;82;112;19
70717;75;0;4;0;6;0;0;16;16;46;34;15;52;73;68;84;89;168;283;346;174;142;183;123;137;112;27;6;71;5
70742;8;1;0;0;0;0;0;0;0;2;2;2;14;5;22;48;9;21;76;153;62;213;65;63;53;52;31;15;46;6
70771;141;30;0;4;3;24;36;29;24;73;55;57;121;124;2112;480;431;515;712;1553;358;538;593;442;456;282;128;65;50;5
70820;84;0;0;0;0;0;0;0;0;9;0;15;46;34;15;45;202;531;366;123;32;87;40;57;42;15;4;5;18;3
70823;124;1;1;14;0;5;6;34;11;12;12;28;128;115;89;153;573;832;2042;2120;944;830;601;528;933;511;127;32;38;30
73001;94;6;1;6;0;0;15;8;9;4;21;17;33;62;42;77;147;212;550;911;723;1131;1004;1362;2169;2048;1259;1163;1080;447
73024;20;0;0;0;0;0;0;0;0;0;0;0;0;2;5;4;1;72;119;137;129;96;33;76;122;54;108;80;63;4
73026;9;0;0;0;0;0;0;0;0;6;2;0;0;0;14;0;15;27;57;114;136;113;150;114;148;160;177;97;96;16
73030;7;0;0;0;0;0;1;0;0;0;0;0;0;4;0;1;18;34;13;39;12;42;36;38;109;123;36;10;12;2
73043;24;0;0;0;1;3;9;0;0;2;6;0;16;19;12;5;48;72;256;427;344;237;272;323;725;728;476;257;233;60
73055;18;0;1;0;0;0;0;2;0;0;0;0;1;0;0;11;2;11;57;155;126;114;101;161;168;116;30;20;17;16
73067;402;2;0;0;1;12;0;6;0;7;0;13;4;21;125;88;308;1077;2171;2577;521;638;766;1127;1254;735;413;300;266;163
73124;22;8;0;0;0;0;2;4;0;11;1;0;0;8;9;9;14;33;148;288;588;357;318;461;512;495;360;265;162;87
73148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;30;0;21;35;10;28;40;18;10;11;3;0
73152;2;0;0;0;0;0;0;0;9;0;0;0;2;9;0;4;8;37;58;119;219;171;169;187;174;203;122;72;86;11
73168;115;7;2;7;9;5;55;12;11;10;4;13;29;27;92;211;240;400;872;1655;923;895;1185;1874;2261;2557;1283;838;873;368
73200;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;13;29;50;10;47;44;43;35;44;25;17;14;6
73217;5;8;0;0;3;0;4;0;4;6;0;4;7;4;29;7;30;67;238;985;1247;635;777;1048;1112;636;416;303;519;222
73226;65;3;0;0;0;5;4;16;6;5;0;4;9;5;26;24;124;162;413;1578;189;306;396;448;420;324;160;76;51;51
73236;66;4;0;0;11;2;1;0;5;0;10;0;3;5;15;45;47;184;621;902;474;381;280;2421;391;246;165;108;136;34
73268;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;21;51;37;63;68;125;123;117;42;25;21;14
73270;0;0;0;0;0;0;0;0;3;1;0;0;0;6;3;19;12;29;357;200;72;89;195;140;144;151;87;11;29;9
73275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;24;7;25;7;30;46;30;11;4;2;1
73283;0;1;0;0;0;0;0;8;3;10;0;0;10;0;0;13;30;78;275;387;306;272;268;417;326;287;185;61;74;29
73319;0;0;4;0;0;0;4;0;0;4;20;0;0;0;3;0;23;47;69;111;122;127;234;226;216;209;57;18;42;20
73347;19;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;12;28;74;110;124;127;130;190;189;179;131;54;44;19
73349;7;0;0;0;0;3;0;4;0;0;0;0;0;0;15;0;12;25;20;52;54;62;50;39;88;81;15;3;13;1
73352;6;3;2;0;0;0;4;13;1;0;0;5;6;19;7;45;75;106;214;214;344;655;402;401;223;268;130;69;48;48
73408;12;0;0;0;0;0;3;0;0;0;0;2;0;9;9;46;4;49;284;305;69;131;177;395;360;381;203;78;41;22
73411;26;18;4;3;0;1;4;2;10;3;24;20;40;28;30;105;85;268;1865;1149;2243;704;599;833;1517;1458;1173;344;139;81
73443;0;2;0;4;0;0;0;0;0;3;3;8;0;0;0;6;15;33;80;130;142;106;214;180;124;156;62;14;36;4
73449;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;22;8;42;16;18;53;33;11;1;9;18
73461;9;12;4;1;0;0;0;0;6;0;6;0;0;3;7;62;37;32;59;194;112;75;87;109;152;312;181;72;55;29
73483;31;3;3;0;0;7;0;15;0;0;8;0;4;20;32;14;14;65;1645;990;692;363;783;868;1254;478;240;151;118;46
73504;48;7;0;1;10;0;4;18;14;19;18;3;8;54;75;54;61;130;450;577;1029;713;928;1121;1131;977;546;391;324;159
73520;13;0;0;0;0;0;0;0;5;0;0;0;0;0;7;3;13;26;143;243;169;229;279;295;316;188;71;43;27;27
73547;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;21;0;27;16;12;7;0;8;0
73555;72;15;6;0;0;10;5;9;17;24;16;17;36;56;21;55;95;640;804;1500;877;1352;1271;1762;2026;2194;1403;881;684;293
73563;25;0;0;0;0;0;0;11;0;3;26;11;0;0;32;26;36;74;1138;1246;190;220;236;361;512;319;118;70;52;30
73585;11;10;0;0;0;0;0;0;0;0;6;0;0;0;13;0;53;29;95;478;156;98;142;198;226;210;104;24;74;82
73616;1394;7;6;2;0;14;7;0;4;10;10;64;12;607;253;1062;1280;4419;1741;1372;595;941;813;1828;2196;2302;806;766;799;295
73622;14;0;0;0;0;2;0;0;14;1;24;0;4;10;0;27;49;136;233;207;117;156;207;171;257;349;233;109;99;45
73624;73;1;9;3;7;11;5;5;5;26;2;1;3;8;78;17;28;87;348;697;634;778;707;819;1166;1379;936;717;370;210
73671;40;0;0;0;0;0;0;0;0;0;0;0;0;0;30;20;186;175;27;72;109;58;105;144;151;85;63;12;52;11
73675;85;9;3;0;4;5;0;4;6;5;16;5;12;2;52;72;65;143;1213;1309;1224;537;570;798;944;966;548;376;375;121
73678;9;0;0;0;0;0;4;0;0;0;0;0;0;0;0;8;1;11;140;193;149;189;203;204;185;160;83;80;41;19
73686;19;0;0;0;0;0;0;2;0;1;0;1;0;0;6;0;16;23;158;330;100;149;169;152;341;476;301;126;119;26
73770;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;2;8;17;18;34;42;13;15;0;12;0
73854;5;0;0;0;0;0;0;2;0;8;5;14;0;3;0;15;0;0;464;99;29;6;39;27;53;55;32;17;8;5
73861;38;0;0;0;0;0;0;0;0;7;0;0;0;6;27;8;18;86;188;221;161;187;232;206;441;262;208;112;66;48
73870;0;1;0;0;6;0;5;9;1;1;3;18;33;0;25;12;35;33;116;243;356;514;265;280;502;583;390;196;173;54
73873;87;8;0;0;13;0;0;1;8;16;9;2;23;18;28;15;102;167;668;952;227;215;302;318;315;298;134;83;76;25
76001;45;0;3;2;0;5;0;9;3;14;12;12;6;8;51;43;178;233;485;684;444;672;643;786;1175;1098;857;728;1153;241
76020;6;0;0;0;0;0;0;0;0;7;0;0;3;4;0;0;0;6;23;4;28;31;45;55;46;39;30;4;13;0
76036;21;0;0;0;0;0;0;0;0;0;0;0;0;7;1;17;54;64;66;35;11;41;36;57;47;40;15;15;27;12
76041;0;0;0;0;0;4;0;0;0;0;0;7;0;0;0;5;0;0;17;7;19;34;56;40;88;99;23;12;39;0
76054;12;0;0;0;0;3;0;0;5;3;2;0;0;5;0;5;0;8;14;24;26;7;152;101;93;44;31;23;44;3
76100;5;31;2;0;0;5;0;15;1;2;9;4;2;0;0;6;13;20;9;88;29;235;278;232;283;271;257;128;90;13
76109;2434;21;4;8;6;11;18;12;14;7;6;11;35;28;29;242;413;2433;9844;2943;21278;994;2585;13329;15109;14423;4168;4071;20034;3098
76111;388;4;0;0;0;0;5;0;7;0;7;0;0;7;12;22;625;698;1251;208;145;134;198;167;644;295;188;108;113;51
76113;98;2;0;0;0;5;0;7;29;14;9;1;10;28;22;20;508;392;238;194;233;325;349;208;260;249;105;84;70;20
76122;10;3;0;0;0;0;2;0;0;0;0;0;0;0;0;9;46;129;229;204;114;160;167;143;156;76;66;41;58;13
76126;0;0;0;0;0;0;0;1;0;2;0;3;0;0;0;8;0;38;357;103;121;323;159;260;81;76;47;58;82;21
76130;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;19;5;31;31;38;52;54;67;16;54;14
76147;6;0;0;0;0;0;0;8;4;0;0;7;2;0;13;2;6;20;28;22;23;42;48;108;142;165;83;58;105;6
76233;69;4;0;14;0;2;0;16;17;0;8;0;30;10;18;21;72;225;1468;1206;740;272;274;304;403;396;252;225;243;55
76243;3;0;0;0;0;0;0;0;0;4;0;0;6;1;0;13;9;6;37;24;78;123;123;82;139;116;77;13;23;8
76246;6;0;0;0;0;0;0;0;0;4;0;1;5;0;6;4;8;0;6;38;71;84;180;96;158;120;25;29;97;6
76248;5;0;0;0;2;0;0;0;0;1;0;0;0;2;0;14;0;11;888;41;100;33;43;51;113;95;71;85;36;19
76250;0;6;0;2;24;0;9;5;0;7;0;0;0;5;13;25;13;28;28;29;45;350;456;375;534;457;291;252;246;22
76275;14;5;5;0;0;4;0;1;12;0;0;0;9;19;0;6;16;53;937;813;160;130;241;471;404;329;256;160;205;69
76306;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;10;24;58;100;67;41;35;43;64;42;39;20;9;6
76318;0;0;0;0;0;0;0;0;0;0;4;0;0;0;21;0;3;20;10;44;50;50;29;52;88;95;26;11;17;5
76364;99;0;3;13;1;0;5;19;20;6;2;6;22;21;36;34;92;1039;837;1493;349;253;220;337;449;397;297;247;243;114
76377;5;0;0;0;0;0;0;0;19;0;0;0;0;0;5;0;0;7;60;164;62;125;69;48;36;39;47;14;47;4
76400;6;0;0;0;0;0;0;0;1;0;0;8;0;3;0;4;0;14;14;16;15;85;47;118;65;99;44;61;73;0
76403;6;0;0;0;0;0;0;0;0;0;0;11;0;0;0;3;0;8;29;98;10;18;53;19;60;68;23;16;107;0
76497;18;0;0;0;0;13;3;4;0;0;0;0;0;0;14;3;8;42;10;26;4;8;22;18;26;45;15;19;23;0
76520;18;0;0;0;0;0;0;0;0;0;1;0;2;0;5;5;17;37;727;338;108;156;204;299;335;415;244;124;275;51
76563;14;1;1;1;0;0;0;7;0;0;0;9;0;0;8;5;21;25;276;188;499;121;133;117;235;240;114;131;913;127
76606;0;0;0;0;0;0;0;21;0;0;5;0;0;0;0;0;6;13;175;78;19;55;36;86;48;61;44;16;21;4
76616;28;0;0;7;3;1;0;10;2;6;57;10;20;1;3;7;11;43;97;75;45;196;270;496;231;324;138;95;165;50
76622;0;0;4;0;0;0;4;1;0;0;0;12;4;0;0;1;17;8;29;29;35;122;174;97;186;136;144;216;339;17
76670;108;0;0;0;0;0;4;0;0;3;6;0;0;3;4;39;497;822;456;62;125;113;26;128;99;97;104;37;29;8
76736;85;14;0;5;1;0;0;0;18;5;3;6;4;4;14;33;96;290;239;436;205;167;164;232;377;330;124;62;138;49
76823;0;0;0;0;0;6;0;13;19;0;0;1;0;7;0;0;0;17;9;4;14;28;25;57;56;116;37;13;71;2
76828;36;6;0;6;1;1;180;125;34;13;18;36;7;17;30;4;48;62;78;93;97;168;219;240;273;197;140;93;91;44
76834;1317;7;3;0;10;12;40;18;29;12;24;45;23;46;36;132;2359;4473;1912;697;493;849;1109;920;1127;889;585;506;368;117
76845;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;13;17;35;13;13;17;11;15;6;6;0;0;0
76863;0;3;0;0;0;6;0;6;6;0;0;0;0;0;5;0;6;9;6;22;8;72;332;113;149;69;54;42;33;13
76869;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;11;10;19;20;5;13;0;2;3;0;0
76890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;13;1;22;43;21;40;51;27;7;23;4
76892;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;3;31;25;35;69;43;53;138;55;66;22;175;37
76895;1;0;0;3;0;0;0;0;0;2;3;0;0;0;0;0;6;7;26;49;71;34;74;63;148;126;93;75;65;10
81001;68;27;10;4;23;0;26;0;9;12;8;34;20;67;46;149;365;215;397;2257;1013;1065;1134;1092;995;973;557;546;299;196
81065;65;20;2;16;19;15;8;11;47;9;35;31;26;15;54;81;51;112;174;290;515;958;847;2726;2532;3069;1191;889;520;216
81220;26;0;0;7;0;0;0;0;11;0;0;0;19;11;15;31;469;215;71;472;139;566;110;93;141;142;29;18;29;14
81300;8;14;0;2;9;0;4;0;4;6;3;17;26;6;21;35;8;31;126;141;176;191;106;976;960;783;442;332;246;58
81591;7;0;3;1;10;2;1;6;7;6;1;16;13;16;108;102;124;96;40;133;328;441;242;178;134;89;260;130;34;10
81736;60;30;26;6;9;9;22;33;15;42;49;27;32;50;77;87;96;298;429;623;770;916;690;1197;1639;1503;952;625;469;172
81794;109;17;10;5;0;6;12;4;12;19;41;26;59;92;36;291;302;369;722;3351;3282;3281;3260;4839;7013;5136;2361;1760;759;342
85001;368;1;0;0;0;4;4;0;8;0;14;1;1;6;40;56;104;246;1204;524;479;708;439;325;359;196;175;81;43;36
85010;90;0;0;0;0;2;0;5;8;4;6;7;7;11;35;45;208;305;286;389;281;468;324;179;294;156;119;36;29;19
85015;12;0;0;0;0;0;13;0;4;5;20;5;6;4;3;8;21;47;369;582;368;40;20;3;19;10;12;0;0;0
85125;9;0;0;7;14;9;0;13;9;0;1;2;8;9;11;71;24;59;102;297;240;188;257;85;68;81;57;18;40;17
85136;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;21;29;24;28;32;6;0;4;3
85139;69;0;0;0;0;5;6;7;5;4;33;13;18;10;22;44;31;119;94;74;59;1804;244;78;65;56;33;5;9;4
85162;6;0;0;0;2;0;0;0;25;4;0;8;0;0;3;5;16;51;118;211;89;296;289;107;88;73;22;17;9;0
85225;30;0;0;6;6;0;0;0;1;0;0;1;10;0;7;13;40;77;53;103;62;87;73;40;31;22;15;43;30;8
85230;0;6;1;0;0;34;11;2;1;0;36;15;0;6;0;0;8;35;116;76;20;147;92;109;54;16;9;13;25;5
85250;94;0;0;9;0;0;2;2;0;7;0;8;3;5;27;27;38;209;308;446;171;250;260;154;154;125;80;16;18;10
85263;102;0;0;0;0;0;0;1;0;0;0;10;14;0;24;27;56;248;120;263;218;134;77;33;38;38;27;5;2;0
85279;2;0;0;0;0;0;0;0;3;0;7;0;4;0;0;6;0;23;199;224;999;12;20;11;10;17;15;2;4;9
85300;2;0;0;0;0;2;0;0;0;1;0;0;2;0;0;0;0;2;5;7;8;19;5;0;9;26;13;0;2;0
85315;0;4;0;0;0;0;0;0;0;0;0;0;0;2;4;24;43;10;0;72;163;35;141;28;8;59;50;43;34;33
85325;20;5;0;0;0;0;0;1;5;4;0;0;2;4;0;3;0;39;126;41;18;12;72;28;10;25;11;0;3;0
85400;11;0;0;0;6;4;0;0;6;0;0;4;0;10;0;17;87;92;99;88;93;74;69;64;71;25;82;55;30;29
85410;41;0;0;0;0;1;1;0;0;7;5;0;2;3;15;8;22;30;142;407;120;1215;242;83;87;78;48;28;13;23
85430;17;0;0;0;0;0;0;3;2;0;0;8;0;0;0;48;12;63;168;117;120;107;85;67;55;36;26;11;2;0
85440;17;3;0;0;4;3;0;0;0;0;0;0;0;0;13;24;9;94;141;113;173;797;329;149;214;159;66;32;23;25
86001;151;3;9;2;11;0;0;1;4;2;0;1;7;15;17;94;188;546;829;1276;809;673;562;705;475;308;255;175;207;115
86219;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;40;37;17;76;31;30;49;36;22;9;15;14
86320;215;0;0;0;0;9;0;3;0;0;8;1;3;31;36;51;114;1093;2255;4349;1465;1048;2217;1603;2137;1686;1131;702;753;322
86568;414;16;5;0;5;6;0;13;16;7;8;8;13;67;52;248;364;2059;2515;4895;3157;3721;3697;3174;3568;3475;1822;1488;1311;632
86569;155;0;7;4;0;4;5;6;0;2;19;0;15;6;23;23;26;550;1899;3135;1048;863;936;963;745;998;602;319;404;168
86571;156;0;6;0;3;2;0;3;0;0;4;0;20;13;6;79;101;1047;1390;3782;2256;1435;1886;2291;3190;2918;1438;1372;1023;542
86573;107;6;1;2;0;2;4;0;0;0;0;2;0;5;9;52;32;311;737;874;685;633;1035;1096;1113;1318;886;665;736;386
86749;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;88;42;117;94;53;38;26;26;38;35;31;13;13
86755;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;0;0;43;27;62;12;38;10;22;41;30;24;8;15;14
86757;270;0;6;1;0;7;19;9;13;11;9;0;9;11;16;31;147;2690;5053;2337;843;709;692;905;1559;1108;527;504;352;350
86760;17;2;0;0;0;0;0;3;0;4;0;0;0;0;10;15;10;539;160;109;70;27;23;89;35;25;13;3;15;4
86865;327;10;0;2;8;4;11;10;10;4;12;27;26;19;39;102;728;3892;4130;5664;4295;1565;1522;3150;3237;2259;1275;899;755;564
86885;52;0;0;1;4;0;7;0;16;0;0;0;5;6;6;51;105;654;1290;2177;1539;884;734;821;852;660;398;324;201;92
